,timedelta,distance,mode_prediction,Latitude,Longitude,timestamp
76,152.0,0.0027735266600801903,walk,39.968583,116.418712,2007-08-04 03:33:04.000000
77,154.0,0.00137553361392451,walk,39.96857099999999,116.418716,2007-08-04 03:33:06.000000
78,156.0,0.002241562523981185,walk,39.96855499999999,116.418732,2007-08-04 03:33:08.000000
79,158.0,0.0020004376411638736,walk,39.968537,116.41873100000001,2007-08-04 03:33:10.000000
80,160.00000000000003,0.0019182631152649837,walk,39.96852,116.41872700000002,2007-08-04 03:33:12.000000
81,162.0,0.003886190956823391,walk,39.96848500000001,116.41872700000002,2007-08-04 03:33:14.000000
82,164.00000000000003,0.003273624435755463,walk,39.96845700000001,116.41871500000002,2007-08-04 03:33:16.000000
83,166.0,0.004562976163757526,walk,39.968423,116.418685,2007-08-04 03:33:18.000000
84,168.0,0.0042798062619775114,walk,39.968394,116.418652,2007-08-04 03:33:20.000000
85,170.00000000000003,0.0034562412472778107,walk,39.968374,116.418621,2007-08-04 03:33:22.000000
86,172.0,0.002661858299982654,walk,39.968355,116.418602,2007-08-04 03:33:24.000000
87,174.0,0.00284189840635561,walk,39.968333,116.418585,2007-08-04 03:33:26.000000
88,176.0,0.0037283988245277533,walk,39.968304,116.418563,2007-08-04 03:33:28.000000
89,178.0,0.0020146064066551956,walk,39.96829,116.41857800000001,2007-08-04 03:33:30.000000
90,180.0,0.002261391865883141,walk,39.96827,116.418583,2007-08-04 03:33:32.000000
91,182.0,0.0007487387472437268,walk,39.968276,116.418579,2007-08-04 03:33:34.000000
92,184.0,0.001371435943581763,walk,39.968275,116.418563,2007-08-04 03:33:36.000000
93,186.0,0.0016828978844508446,walk,39.96827099999999,116.418544,2007-08-04 03:33:38.000000
94,188.0,0.00028019575140214435,walk,39.96826899999999,116.418542,2007-08-04 03:33:40.000000
95,190.0,0.00048144131541888176,walk,39.96826699999999,116.418537,2007-08-04 03:33:42.000000
96,192.0,0.00033912235122603336,walk,39.968265,116.418534,2007-08-04 03:33:44.000000
97,194.0,0.010897642932068267,walk,39.968239,116.418411,2007-08-04 03:33:46.000000
98,196.0,0.002959118707174622,walk,39.968214,116.418423,2007-08-04 03:33:48.000000
99,198.86166183650494,0.00514664613014386,walk,39.945859127752136,116.33614296534758,2007-08-04 03:33:50.861662
